ID,Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases,summarize
851,Anxiety,,San Diego State University,Depression/Anxiety Talk,10 months,"I’m an expat living in USA. Recently diagnosed with extreme depression and anxiety. Moved to USA 2 years ago. My husband didn’t work for the first year and picked up a low paying part time job for the second year. He managed finances poorly and even transferred money from my parents account when we ran out of money because he believed in me and had faith in my ability to work hard and get promotions. A month ago he started working + taking responsibility, realising that he’d fallen short cont..",4,3,1,2024-09-17 19:34:30,https://www.fishbowlapp.com/post/hi-im-an-expat-living-in-usa-recently-diagnosed-with-extreme-depression-and-anxiety-moved-to-usa-2-years-ago-my-husband,700,No hashtags found,Anxiety,No.,Expat mental health.,No.,No.,No.,No.,No.,No.,No.,"The key topic is the author's experience of extreme depression and anxiety as an expat in the USA, and the financial struggles and support from their husband."
852,Anxiety,a Managing Consultant 1,San Diego State University,Confession,7 months,Starting therapy today as a result of work-induced stress and anxiety. Here goes nothing!,27,6,0,2024-09-17 19:34:52,https://www.fishbowlapp.com/post/starting-therapy-today-as-a-result-of-work-induced-stress-and-anxiety-here-goes-nothing,701,No hashtags found,Anxiety,Yes.,Therapy for work,Yes.,No.,No.,No.,No.,No.,Yes.,The key topic is starting therapy for work-induced stress and anxiety.
853,Anxiety,a Paralegal,San Diego State University,Paralegals,a year,"I just put in my 2 weeks notice on Tuesday. My co-worker best buddy is not taking it well and making my transition out significantly more difficult than it needs to be. I am trying to discuss with her things I’ve been involved with to help ease her anxiety, with the thought that if she takes it over now, she can ask questions while I am still here and available to help guide her. I don’t know how to handle this situation. I am about to blow a fuse with the way she is acting. Advice welcome.",4,5,0,2024-09-17 19:35:16,https://www.fishbowlapp.com/post/i-just-put-in-my-2-weeks-notice-on-tuesday-my-co-worker-best-buddy-is-not-taking-it-well-and-making-my-transition-out-significantly-more,702,No hashtags found,Anxiety,No.,Workplace transition difficulties.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the difficulty of transitioning out of a job due to a co-worker's negative reaction.
854,Anxiety,a Manager,San Diego State University,Depression/Anxiety Talk,9 months,"My doctor would not call me back or return requests from my pharmacy for a renewal of my Zoloft prescription. By the time I got my primary physician to prescribe it I’d gone 5 days without it, and now I’m noticing depression / irritability / anxiety taking over. Any idea how long these withdrawal symptoms will last if I started taking it again today?",4,4,0,2024-09-17 19:35:39,https://www.fishbowlapp.com/post/my-doctor-would-not-call-me-back-or-return-requests-from-my-pharmacy-for-a-renewal-of-my-zoloft-prescription-by-the-time-i-got,703,No hashtags found,Depression,Yes.,Zoloft withdrawal symptoms,No.,No.,No.,Yes.,No.,No.,Yes.,The key topic is the withdrawal symptoms of Zoloft and how long they will last if the person starts taking it again.
855,Anxiety,a Consultant,San Diego State University,Consulting,8 months,"I played myself, having a low rpm amount of anxiety and assumed I had an 8:30 AM call for a deliverable I hadn’t got a chance to work on, woke up 1.5 hrs early to work on it just to find out the meeting never got scheduled (I’m the one who schedules it). I want to go back to sleep but the blue light of my monitors evaporated any melatonin my body had left 🙁",3,3,0,2024-09-17 19:36:02,https://www.fishbowlapp.com/post/i-played-myself-having-a-low-rpm-amount-of-anxiety-and-assumed-i-had-an-830-call-for-a-deliverable-i-hadnt-got-a-chance-to-work-on,704,No hashtags found,Anxiety,No.,Work-related anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is a false assumption of a scheduled meeting causing anxiety and sleep deprivation.
856,Anxiety,an Associate,San Diego State University,The Worklife Bowl,3 months,"Where are my folks who want to leave their current employer but have become so terrified of leaving because of the unknown? I have an opportunity to leave sales and transition into the administrative field in a dental office. I am super excited about the opportunity but I am also afraid because I have been at my current employer for almost 16 years. My current employer is flexible when it comes to my kids, I have over 5 weeks of PTO but it causes me all time stress and anxiety. Idk what to do.",5,6,1,2024-09-17 19:36:26,https://www.fishbowlapp.com/post/where-are-my-folks-who-want-to-leave-their-current-employer-but-have-become-so-terrified-of-leaving-because-of-the-unknown-i-have,705,No hashtags found,Anxiety,No.,Job transition anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the fear of leaving a long-term employer for a new opportunity.
857,Anxiety,a Director 1,San Diego State University,The Worklife Bowl,9 months,"I have a German Shepherd mix, but don’t have animals. So does that technically mean he’s unemployed? Trying to figure out what’s giving him so much anxiety.",3,9,1,2024-09-17 19:36:39,https://www.fishbowlapp.com/post/i-have-a-german-shepherd-mix-but-dont-have-animals-so-does-that-technically-mean-hes-unemployed-trying-to-figure-out-whats,706,No hashtags found,Anxiety,No.,Dog anxiety.,No.,No.,No.,No.,No.,No.,No.,The main topic is the owner's concern about their German Shepherd mix's anxiety.
858,Anxiety,a Marketing Manager,San Diego State University,Brand Side,9 months,I've been continuing to apply this last week but is anyone hiring during the holidays? Pausing applying would probably only add anxiety,6,4,1,2024-09-17 19:37:02,https://www.fishbowlapp.com/post/ive-been-continuing-to-apply-this-last-week-but-is-anyone-hiring-during-the-holidays-pausing-applying-would-probably,707,No hashtags found,Anxiety,No.,Job search during holidays.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is job searching during the holidays.
859,Anxiety,a Consultant,San Diego State University,Veteran Bowl,a year,"Finally seeking therapy after a year of my brain feeling broken from deployment. Turns out it is anxiety, depression, and PTSD. 😵‍💫",6,5,0,2024-09-17 19:37:16,https://www.fishbowlapp.com/post/finally-seeking-therapy-after-a-year-of-my-brain-feeling-broken-from-deployment-turns-out-it-is-anxiety-depression-and,708,No hashtags found,PTSD,Yes.,Mental health after deployment,Yes.,No.,Yes.,No.,Yes.,Yes.,Yes.,"The main topic is seeking therapy for anxiety, depression, and PTSD resulting from deployment."
860,Anxiety,,San Diego State University,Jobs in Tech,6 months,Cybersecurity professionals I’m looking for a new position and would really appreciate any referrals or leads for remote cybersecurity positions or in the Raleigh NC area. This is completely unexpected and I’m feeling the anxiety of not doing interviews for almost 3 years now!,12,2,0,2024-09-17 19:37:40,https://www.fishbowlapp.com/post/cybersecurity-professionals-im-looking-for-a-new-position-and-would-really-appreciate-any-referrals-or-leads-for-remote-cybersecurity,709,No hashtags found,Anxiety,No.,Job search in cybersecurity.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is a cybersecurity professional seeking referrals or leads for remote or local job opportunities.
861,Anxiety,a Copywriter 1,San Diego State University,ADHD Professionals,9 months,"Not sure if this has happened to others. Recently, when traveling internationally, I’ve felt a spike in anxiety and depression post vacation. Earlier this year I developed sleep anxiety which took me months to overcome. Last month, I came back from vacation, got a couple of bites, and went overboard thinking I had bed bugs and putting traps everywhere, drying clothes etc. It’s starting to seem like a pattern that longer vacations are causing this. (Contd)",2,9,0,2024-09-17 19:38:15,https://www.fishbowlapp.com/post/not-sure-if-this-has-happened-to-others-recently-when-traveling-internationally-ive-felt-a-spike-in-anxiety-and-depression,710,No hashtags found,Anxiety,No.,Vacation-induced anxiety.,No.,No.,No.,No.,No.,No.,Yes.,The key topic is the experience of increased anxiety and depression after longer international vacations.
862,Anxiety,an Implementation Manager,San Diego State University,Jobs in Tech,9 months,"I turned down a job offer with company A about 6 months ago. I saw they were hiring for a job I liked better so I applied and am now interviewing. At the same time, I saw another interesting job with company B that I'm scheduled to interview for. I know this is a good problem to have but I'm feeling such anxiety over it. Is it rude to turn down another job offer (if I get it) from company A? That would burn the bridge but what if Company B's overall offer is better? Yikes!",2,4,1,2024-09-17 19:38:43,https://www.fishbowlapp.com/post/i-turned-down-a-job-offer-with-company-a-about-6-months-ago-i-saw-they-were-hiring-for-a-job-i-liked-better-so-i-applied-and-am,711,No hashtags found,Anxiety,No.,Job offer decision-making.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the anxiety and dilemma of choosing between two job offers from Company A and Company B.
863,Anxiety,an Accountant,San Diego State University,Depression/Anxiety Talk,3 months,"It's a stretch, but can deeply traumatic jobs (eg. Extremely toxic jobs where I'm on eggshells all day carrying forward to anxiety even during off-hours) cause pain? Like physical pain? Or am I (as webMD says) probably dying of the big C?

Because my anxiety is so peek now, that I'm floating at a perpetual 3/10 on this weird deep throbbing dull ache all over my body always. Like a lion is gonna eat me and I'm staring at it's sharp teeth. All day. Every day.",3,6,0,2024-09-17 19:38:56,https://www.fishbowlapp.com/post/its-a-streeeeeetch-but-can-deeply-traumatic-jobs-eg-extremely-toxic-jobs-where-im-on-eggshells-all-day-carrying-forward,712,No hashtags found,Anxiety,No.,Traumatic jobs causing pain,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the potential link between deeply traumatic jobs and physical pain caused by anxiety.
864,Anxiety,a Course Instructor 1,San Diego State University,Depression/Anxiety Talk,a year,I am genuinely so tired of trying to constantly fix my anxiety and triggers. Going back to therapy for the same issues and trying my best to use the tools I’ve learned but still repeating the same patterns no matter how hard I try.,9,6,0,2024-09-17 19:39:25,https://www.fishbowlapp.com/post/i-am-genuinely-so-tired-of-trying-to-constantly-fix-my-anxiety-and-triggers-going-back-to-therapy-for-the-same-issues-and-trying,713,No hashtags found,Anxiety,No.,Anxiety and therapy.,No.,No.,No.,No.,No.,No.,Yes.,The main topic is struggling with anxiety and repeating patterns despite efforts to use therapy tools.
