Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases
Anxiety,a Consultant,San Diego State University,Consulting,5 months,"SM yelled at me for not responding to a weekend email until Monday (on a normal weekend with no expectation to be available). I mean *yelled* at me and said some pretty disrespectful things. I have never had a negative review or issue like this ever.

Is it worth saying anything? Is there a way to bring this up with someone without it becoming a problem for me? I feel a lot of anxiety about being around him and about the project now.",44.0,81.0,3.0,2024-09-16 22:45:45,https://www.fishbowlapp.com/post/sm-yelled-at-me-for-not-responding-to-a-weekend-email-until-monday-on-a-normal-weekend-with-no-expectation-to-be-available,5.0,No hashtags found,Anxiety,No.,Workplace communication.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Billing Specialist,San Diego State University,Interview Tips,3 months,"I am horrible at interviewing to the point I want to cry when it’s over. I’ve tried everything to be better but my anxiety takes over. I always do well in my roles. I am a faster learner and have never had any issues with performance or producing quality work. I am an extrovert. I’m outgoing & get along with everyone . But when it comes to interviews it’s like I become a different person. My brain shuts down, my personality doesn’t come out. Anyone have these experiences when interviewing?",99.0,67.0,23.0,2024-09-16 22:46:33,https://www.fishbowlapp.com/post/i-am-horrible-at-interviewing-to-the-point-i-want-to-cry-when-its-over-ive-tried-everything-to-be-better-but-my-anxiety-takes,6.0,No hashtags found,Anxiety,No.,Interview anxiety.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Senior Manager 1,San Diego State University,Consulting,a year,"Question for those of you who have depression and /or anxiety? How do you cope? I have done everything. Anti depressants, radio therapy, meditation, workouts, journaling, stupid walks. It seems to have gotten worse. Nothing sticks and that makes life and work v tough. Anything worked for you in the long term?",14.0,103.0,12.0,2024-09-16 22:47:24,https://www.fishbowlapp.com/post/question-for-those-of-you-who-have-depression-and-or-anxiety-how-do-you-cope-i-have-done-everything-anti-depressants-radio,7.0,No hashtags found,Depression,No.,Coping with depression/an,No.,No.,No.,Yes.,No.,No.,Yes.
Anxiety,an Associate,San Diego State University,Big Law,7 months,Has anyone left big law without a job lined up? How did you land on your feet again? (For context: I’m a 2nd/3rd at a v10 firm and from a T5 law school; no family money and have loans. I’m having anxiety/panic attacks because of work and just don’t want to live like this anymore. No time to search for job while working.) I already took a health leave and feel like I can’t again. I searched for a job during this leave - but didn’t give it enough time/had too high standards/economy sucked/. (Cont),26.0,58.0,11.0,2024-09-16 22:48:33,https://www.fishbowlapp.com/post/has-anyone-left-big-law-without-a-job-lined-up-how-did-you-land-on-your-feet-again-for-context-im-a-2nd3rd-at-a-v10-firm-and-from-a,8.0,No hashtags found,Anxiety,No,Leaving big law without,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Director 1,San Diego State University,Salaries in Tech,a month,"I make $225k. Am too anxious all the time. We just had our second kid. Coming back to work after my leave, i feel sick to stomach. With 2 kids to raise and house to run, i feel very pressured and having anxiety attacks that I may lose my job anytime. How to calm myself and focus on work instead of getting anxious all the time?",55.0,48.0,17.0,2024-09-16 22:49:40,https://www.fishbowlapp.com/post/i-make-225k-am-too-anxious-all-the-time-we-just-had-our-second-kid-coming-back-to-work-after-my-leave-i-feel-sick-to-stomach-with,9.0,No hashtags found,Anxiety,No.,Workplace anxiety.,Yes.,No.,No.,No,No.,No.,Yes.
Anxiety,an Account Executive,San Diego State University,Sales,5 months,Meeting my 3 monthly quotas has become a little challenging lately and I started having issues with my employer for the past 4 months primarily with my VP who has been giving me a form of emotional abuse on my weekly one on one .I feel Ive being nit picked at by him. The CEO is also toxic and a controler. Due to all this emotional distress I developed PTSD and anxiety. Should I talk to them and express how I feel? I'm afraid of possible retaliation or should I take legal action? Thank you.,49.0,30.0,6.0,2024-09-16 22:50:10,https://www.fishbowlapp.com/post/meeting-my-3-monthly-quotas-has-become-a-little-challenging-lately-and-i-started-having-issues-with-my-employer-for-the-past,10.0,No hashtags found,PTSD,No.,Workplace abuse and PTSD,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,an Associate Attorney,San Diego State University,Law,7 months,"Senior associate in big law. For the longest time, I struggled with imposter syndrome, wondering if I had the chops to cut it at my firm. Work has been so incredibly busy and stressful that I finally came to a realization. It’s not that I CAN’T cut it — it’s that I don’t WANT to. I am so sick and tired of spending every single hour of my life stressed, working every weekend, not spending time with my husband, throwing up every day because of my anxiety, and crying about my self worth.",62.0,38.0,15.0,2024-09-16 22:50:34,https://www.fishbowlapp.com/post/senior-associate-in-big-law-for-the-longest-time-i-struggled-with-imposter-syndrome-wondering-if-i-had-the-chops-to-cut-it,11.0,No hashtags found,Anxiety,No.,Imposter syndrome in law,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Senior Associate,San Diego State University,Accounting,a year,Is it really bad manners to not have your camera on in team meetings if other members have their’s on? What if you have extreme anxiety?,14.0,70.0,4.0,2024-09-16 22:51:04,https://www.fishbowlapp.com/post/is-it-really-bad-manners-to-not-have-your-camera-on-in-team-meetings-if-other-members-have-theirs-on,12.0,No hashtags found,Anxiety,No.,"Camera etiquette, anxiety.",Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Senior Manager,San Diego State University,Parents at Work,7 months,"My 12 yr old (M, 6th grade) hasn't been himself lately (~4-5 mos). Complaining of stomach aches, not interacting w/friends, not getting work done, etc. Last night he broke down in tears and after over an hour of talking I learned how much negative self-talk he has in his head, how low his confidence is, and how much anxiety he has (which I think is manifesting in physical symptoms). My heart completely broke because he is a smart, funny, and kind. How can I best support him and help him? Cont.",47.0,48.0,4.0,2024-09-16 22:52:01,https://www.fishbowlapp.com/post/my-12-yr-old-m-6th-grade-hasnt-been-himself-lately-4-5-mos-complaining-of-stomach-aches-not-interacting-wfriends-not-getting,13.0,No hashtags found,Anxiety,No.,Child's anxiety and confidence,No.,No.,No.,No,Yes.,No.,Yes.
Anxiety,a Senior Art Director,San Diego State University,Advertising,a year,"Welp just put in my two weeks notice because of the RTO mandate at omnicom I don't have anything lined up yet, but I couldn't deal with the constant anxiety attacks of commuting and open offices.",44.0,46.0,4.0,2024-09-16 22:52:31,https://www.fishbowlapp.com/post/welp-just-put-in-my-two-weeks-notice-because-of-the-rto-mandate-at-omnicom-i-dont-have-anything-lined-up-yet-but-i-couldnt-deal,14.0,No hashtags found,Anxiety,No.,Resignation due to,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,an Administrative,San Diego State University,Career Pivot,a year,"Does anyone have any interview Tips? I haven’t interviewed in over 10 years and not only do I feel rusty but also I noticed my anxiety is over the roof, I get so stressed and nervous that I freeze and forget what I was going to say. Any advice?",44.0,21.0,12.0,2024-09-16 22:53:24,https://www.fishbowlapp.com/post/does-anyone-have-any-interview-tips-i-havent-interviewed-in-over-10-years-and-not-only-do-i-feel-rusty-but-also-i-noticed-my,15.0,No hashtags found,Anxiety,No.,"Interview tips. 

Keyword",Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Consultant,San Diego State University,Depression/Anxiety Talk,9 months,"I can’t stop crying. Another year has ended and still no friends, unemployed due to a RIF and 60 pounds overweight. The past 5 years have just been a spiral down. Single and no family. I am not going to harm myself but I honestly don’t know how to pull myself out. Finding a good therapist is almost impossible and expensive. I don’t want to play around with any other prescriptions. I have anxiety meds and depression pills just don’t work for me. Thank you for letting me vent.",62.0,43.0,3.0,2024-09-16 22:53:39,https://www.fishbowlapp.com/post/i-cant-stop-crying-another-year-has-ended-and-still-no-friends-unemployed-due-to-a-rif-and-60-pounds-overweight-the-past-5-years,16.0,No hashtags found,Depression,No.,Mental health struggles.,No.,No.,No.,Yes.,No.,No.,No.
Anxiety,an Account Executive,San Diego State University,#OverheardAtWork,a year,"I feel like I constantly put my foot in my mouth at work, I love to joke around and have fun and honestly use humor to cope most days but I can’t beat the social anxiety when I feel like something I say doesn’t land.

I’m extremely young (23F) in a professional career and my team is great, but I just can’t kick the feeling of caring too much what everyone thinks about me.

How did you all combat this at my age? I’m growing every day but some days are two steps back.",25.0,33.0,4.0,2024-09-16 22:54:04,https://www.fishbowlapp.com/post/i-feel-like-i-constantly-put-my-foot-in-my-mouth-at-work-i-love-to-joke-around-and-have-fun-and-honestly-use-humor-to-cope-most,17.0,No hashtags found,Anxiety,No,Social anxiety at work.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,an Assistant Manager,San Diego State University,Parents at Work,4 months,MIL wants my child to stay with her out of state for a week this summer. I’ve never been away from him from him that long or that far from him ~1000 miles. He is five. I’m also 21 weeks pregnant and extra emotional. Should I let him go and just suck it up and deal with my anxiety??,7.0,55.0,1.0,2024-09-16 22:54:23,https://www.fishbowlapp.com/post/mil-wants-my-child-to-stay-with-her-out-of-state-for-a-week-this-summer-ive-never-been-away-from-him-from-him-that-long-or-that,18.0,No hashtags found,Anxiety,No.,Child custody decision.,No.,No.,No.,No.,No.,No.,No.
Anxiety,a Financial Advisor,San Diego State University,Jobs in Finance,5 months,"Why is it so hard to find a job right now? I’ve been unemployed for 6 months. I applied to over 300 jobs and maybe a good 10 reached out. I had a job offer from Morgan Stanley but they rescinded it at the last minute. I’m just so frustrated. I have a job interview tomorrow and they pulled my credit and saw collections, which just happened due to me losing my job. They want an explanation. I just have a lot of anxiety right now going into the interview and nervous explaining that.",39.0,34.0,11.0,2024-09-16 22:54:53,https://www.fishbowlapp.com/post/why-is-it-so-hard-to-find-a-job-right-now-ive-been-unemployed-for-6-months-i-applied-to-over-300-jobs-and-maybe-a-good-10-reached-out-i,19.0,No hashtags found,Anxiety,No.,Job search difficulties.,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Senior Consultant 1,San Diego State University,The Worklife Bowl,6 months,"How do you all shed the stress of a work day? I have seen too many people carry their work stress home with them, and it just makes them miserable.

Also, how do you deal with anxiety?",42.0,33.0,9.0,2024-09-16 22:55:19,https://www.fishbowlapp.com/post/how-do-you-all-shed-the-stress-of-a-work-day-i-have-seen-too-many-people-carry-their-work-stress-home-with-them-and-it-just,20.0,No hashtags found,Anxiety,No.,Coping with work stress,Yes.,No.,No.,No.,No.,No.,No.
Anxiety,a Consultant,San Diego State University,Confession,9 months,"I am hitting 31 (F) in a month and I am starting to get serious anxiety about my life trajectory especially on a personal/romantic level. I find myself recycling old dates/people I didn’t give a serious chance to because I feel like things are only gonna get more difficult from here on in and that I have passed my prime. I don’t want to sound traditional/backwards thinking, but I feel like that ship has sailed for me and all I am left with is the scraps 🥹",14.0,64.0,,2024-09-16 22:55:49,https://www.fishbowlapp.com/post/i-am-hitting-31-in-a-month-and-i-am-starting-to-get-serious-anxiety-about-my-life-trajectory-especially-on-a-personalromantic-level-i-find-l3ol-5,21.0,No hashtags found,Anxiety,No,Anxiety about aging.,No.,No.,No.,No.,No.,No.,No.
