Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
ADHD,a Consultant,San Diego State University,Staying Healthy,5 months,"Hi! I am finally going to seek medical help for my adhd. What's been your good and bad experiences and side effects with the meds? Has it affected your appetite in a good or bad way, etc. I've been mostly trying adaptogens and nootropics but 1 serving of those only lasts me about 4 hours / half a work day. Due to cost, I cannot take more than that. Just looking to learn about your experience and whatever you feel like sharing. TIA!",7.0,9.0,2.0,2024-09-17 23:37:20,https://www.fishbowlapp.com/post/hi-i-am-finally-going-to-seek-medical-help-for-my-adhd-whats-been-your-good-and-bad-experiences-and-side-effects-with-the-meds,243
ADHD,an Attorney,San Diego State University,Lawyers with ADHD,3 months,I had to get a new doctor this year and they are giving me a super hard time about refilling my adderall prescription. It’s been working really well for me the past 3.5 years. This new guy is suggesting I try Wellbutrin which is an antidepressant. I’m hesitant to try new drugs when I know one works. Has anyone had success with Wellbutrin managing their ADHD symptoms?,1.0,7.0,,2024-09-17 23:37:40,https://www.fishbowlapp.com/post/i-had-to-get-a-new-doctor-this-year-and-they-are-giving-me-a-super-hard-time-about-refilling-my-adderall-prescription-its-been,244
ADHD,an Associate,San Diego State University,Big Law,2 months,"Anyone figure out good ADHD coping mechanisms/treatment other than medication? I quit my meds years ago out of concern that long-term use of strong stimulants could have adverse health consequences, and I think doing so has had a significant adverse effect on my career.",2.0,11.0,1.0,2024-09-17 23:39:54,https://www.fishbowlapp.com/post/anyone-figure-out-good-adhd-coping-mechanismstreatment-other-than-medication-i-quit-my-meds-years-ago-out-of-concern-that,245
ADHD,,San Diego State University,Confession,2 months,"So I just had my first day, in person company wide orientation session and as a person with ADHD it was torture. 8 hours. Slow paced and full of random tidbits but also vitally important info. And the icebreakers were painful. It made me realize that working in an in-person office environment even one day a week is going to be miserable unless I have a task to focus on or can talk with people who can see the bigger picture with me.",9.0,6.0,,2024-09-17 23:39:56,https://www.fishbowlapp.com/post/so-i-just-had-my-first-day-in-person-company-wide-orientation-session-and-as-person-with-adhd-it-was-torture-8-hours-slow-paced,246
ADHD,,San Diego State University,Consulting,a year,"ever since college i can’t work for more than like 15-20min per hour. idk if i have ADHD tho, it’s more just me wanting to lay in bed but have zero motivation. am i just lazy???? maybe i need to find work im actually interested in",3.0,9.0,1.0,2024-09-17 23:41:18,https://www.fishbowlapp.com/post/ever-since-college-i-cant-work-for-more-than-like-15-20min-per-hour-idk-if-i-have-adhd-tho-its-more-just-me-wanting-to-lay-in-bed,248
ADHD,a Consultant 1,San Diego State University,ADHD Consultants,4 months,Does anyone wear tech to track their sleeping. I use a Whoop and the days that I take adhd meds it shows much less restorative sleep. Even if I take the meds at like 11am. Anyone else have this issue or notice this?,3.0,10.0,,2024-09-17 23:41:49,https://www.fishbowlapp.com/post/does-anyone-wear-tech-to-track-their-sleeping-i-use-a-whoop-and-the-days-that-i-take-adhd-meds-it-shows-much-less-restorative-sleep-even,249
ADHD,a Human Resource Manager,San Diego State University,Confession,6 months,"I just hit $1M in good performing investments, i have a great paying and mostly interesting job, a profitable, passion side business, two lovely children, a loving partner and still bored out of life! So bored! I thought an ADHD diagnosis and meds might help but like everything else it only entertained me for a few months!",7.0,26.0,,2024-09-17 23:42:14,https://www.fishbowlapp.com/post/i-just-hit-1m-in-good-performing-investments-i-have-a-great-paying-and-mostly-interesting-job-a-profitable-passion-side,250
ADHD,an Analyst,San Diego State University,ADHD Professionals,10 months,Hello everyone. I recently heard that ADD/ADHD medication is on backorder for Vyvanse. Those that are on it probably know by now they lost their patent. My insurance put me on the generic version. I called at least 8 pharmacies and they all said they were backordered. I dont have insurance until January and have 14 pills to last the rest of the year. Does anyone have any suggestions your doctor's gave to help with ADD/ ADHD when you dont have your prescribed meds?,3.0,11.0,,2024-09-17 23:43:02,https://www.fishbowlapp.com/post/hello-everyone-i-recently-heard-that-addadhd-medication-is-on-backorder-for-vyvanse-those-that-are-on-it-probably-know,251
ADHD,a Consultant,San Diego State University,Googlers & Xooglers,2 months,"Any googlers/xooglers who disclosed their ADHD to the company? I just received an offer and I’m wondering if there’s any benefit to disclosing my ADHD if I join e.g. resources, accommodations, etc. will my team members also be informed? Or is that kept separate?",1.0,8.0,,2024-09-17 23:43:33,https://www.fishbowlapp.com/post/any-googlersxooglers-who-disclosed-their-adhd-to-the-company-i-just-received-an-offer-and-im-wondering-if-theres-any-benefit,252
ADHD,a Chief Executive Officer,San Diego State University,ADHD Consultants,3 months,"Are there any older (say over 40) adhd consultants here? How have your symptoms changed over time, if at all?",1.0,12.0,,2024-09-17 23:43:57,https://www.fishbowlapp.com/post/are-there-any-older-say-over-40-adhd-consultants-here-how-have-your-symptoms-changed-over-time-if-at-all,253
ADHD,an Assistant Product Manager,San Diego State University,ADHD Professionals,a year,"Interview accommodations,

Anyone autistic/ADHD based in the US can fill me in on what accommodations can I request when interviewing?

I smash the cases, and noticing that no matter how hard I try, I still get Extremely anxious and start speaking 100x the speed which rally isn't how I normally communicate.

I'm sick of rejections.",6.0,10.0,,2024-09-17 23:44:22,https://www.fishbowlapp.com/post/interview-accommodations-anyone-autisticadhd-based-in-the-us-can-fill-me-in-on-what-accommodations-can-i-request-when-interviewing,254
ADHD,a Chief Executive Officer,San Diego State University,ADHD Professionals,4 months,"There are 36,000 people in this bowl. Does anyone here know people who say who claims h to ey do not have at least some adhd?",2.0,11.0,2.0,2024-09-17 23:44:46,https://www.fishbowlapp.com/post/there-are-36-000-people-in-this-bowl-does-anyone-here-know-people-who-say-who-claims-h-to-ey-do-not-have-at-least-some-adhd,255
ADHD,a Consultant,San Diego State University,Confession,5 months,I think my husband had ADHD but he refuses to even see a problem or talk to a professional. I’m worrried about him. Is there anything I can do?,3.0,18.0,,2024-09-17 23:45:06,https://www.fishbowlapp.com/post/i-think-my-husband-had-adhd-but-he-refuses-to-even-see-a-problem-or-talk-to-a-professional-im-worrried-about-him-is-there-anything-i,256
ADHD,an Associate,San Diego State University,ADHD Professionals,2 months,"Went in to see a psychiatrist to get mental help. I am already taking 20mg XR adderall. I mentioned I don’t think it helps and after asking a serious of question, proscribed Zoloft. He thinks I have anxiety, which at times I can but not to the point where it’s affecting my daily function. With ADHD I really just have trouble focusing on one task, procrastination, etc. Any advice?",3.0,13.0,1.0,2024-09-17 23:45:47,https://www.fishbowlapp.com/post/went-in-to-see-a-psychiatrist-to-get-mental-help-i-am-already-taking-20mg-xr-adderall-i-mentioned-i-dont-think-it-helps-and-after,257
ADHD,an Information Security Architect,San Diego State University,ADHD Professionals,9 months,"For those in tech, have you had any luck getting HR to make people file tickets as part of your reasonable accommodation? As opposed to hitting you up via other channels?
I haven’t gotten to this point but there’s a select handful in my org who will refuse to open tickets and insist on email, teams, or calls. Even without ADHD there’s a ton of good reasons (tracking issues. Assignments when out of office etc) but as a job aid, having a queue makes things manageable.",5.0,12.0,,2024-09-17 23:46:16,https://www.fishbowlapp.com/post/for-those-in-tech-have-you-had-any-luck-getting-hr-to-make-people-file-tickets-as-part-of-your-reasonable-accommodation-as,258
ADHD,a Phlebotomist,San Diego State University,Healthcare,7d,"I'm a square peg. Is there a niche for me in healthcare or am I in the wrong field?

I got my phleb license at 50+ and worked for year+. So I'm still a newbie but ""old."" I'm not fast, my memory sucks, and I'm not good at multitasking. Typical 50yo woman stuff. Well, a bit worse because I have ADHD. There are plenty of things I'm good/great at but If I have to work quickly while distracted, I make mistakes. I got fired from my last job for that. Keep trying? Switch to something else? Thanks.",1.0,9.0,,2024-09-17 23:46:46,https://www.fishbowlapp.com/post/im-a-square-peg-is-there-a-niche-for-me-in-healthcare-or-am-i-in-the-wrong-field-i-got-my-phleb-license-at-50-and-worked-for-year,259
ADHD,a Senior Vice President,San Diego State University,ADHD Professionals,8 months,"Seeking Guidance: How should I address a situation where a leader consistently disregards the needs of neurodivergent employees on my team? Despite lacking awareness of its impact, they recently mentioned having ADHD without an official diagnosis which seems to diminish others experiences with a “well it is what it is, we’re all this way” kind of tone?",5.0,9.0,1.0,2024-09-17 23:47:11,https://www.fishbowlapp.com/post/seeking-guidance-how-should-i-address-a-situation-where-a-leader-consistently-disregards-the-needs-of-neurodivergent,260
ADHD,an Associate,San Diego State University,Lawyers with ADHD,7 months,Anyone on adderall and Xanax? What ADHD/anti-anxiety combination are you on and is it working? How has it helped you?,1.0,15.0,1.0,2024-09-17 23:47:25,https://www.fishbowlapp.com/post/anyone-on-adderall-and-xanax-what-adhdanti-anxiety-combination-are-you-on-and-is-it-working-how-has-it-helped-you,261
ADHD,an Analyst,San Diego State University,ADHD Consultants,a year,Got put on a 30 day coaching plan at American Express / Amex . Is this the same as PIP? Will I get fired in 30 days if things don’t improve? I have ADHD & have been struggling to perform at the potential I know I can. My manager puts me down a lot and makes me feel dumb. I’m feeling very disheartened and low about myself. Should I start looking elsewhere ? What should I do? Has anyone gotten a coaching plan at American Express before ? PLS HELP,3.0,7.0,1.0,2024-09-17 23:47:50,https://www.fishbowlapp.com/post/got-put-on-a-30-day-coaching-plan-at-american-express-amex-is-this-the-same-as-pip-will-i-get-fired-in-30-days-if-things-dont-improve-ui34-5,262
