Neurodiversity	Posted By	Employer	Time Posted	Content	Reactions	Timestamp Collected	Post URL	Hierarchy	Post ID	Comment ID,Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
,Autism,Other,an Associate Attorney 1,9 months,"The game is rigged. I have Apergers, but I am extremely high functioning. I got DOUBLE TIME on all my exams in college and in law school, SAT and LSAT, MPRE, AND THE BAR EXAM.

I have a stack of paperwork of over 300 pages going back to when I was 4 years old from doctors. It’s not hard at all. It’s a fucking pain in the god damn ass to gather up all the paperwork and organize it in a pretty little bow though. Took me about six months.

…And it was all bullshit. I’m not retarded. I don’t need the extra time , quite the opposite. The game is rigged. I was born with a silver spoon very far up my ass.

All the rich people can afford doctors for their children so they can get diagnosed with bullshit. The rich people get extra time, which is what makes those exams hard in the first place—not enough time. It’s modern day Jim Crowe. People talk about white male privilege and all kinds of garbage. But this is REAL privilege—rich privilege.

The half that pass the bar exam are all the rich people. It has nothing to do with whomever can afford the fancy prep classes, it’s all about the extra time.


Then you get out into the real world. Give an ADA accommodation request letter to your employer and you’re pretty much bullet proof. They can’t ever fire you—less they get sued.

I sued an employer for firing me for discrimination. I got $80,000. Though as you can tell by my post, it was probably because I am an asshole. Fuckers.",5,2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,244.0
,Autism,Other,an Associate 1,9 months,"The vast majority of people don’t get extra time on the bar and way more than 50% pass, so maybe you aren’t as smart as you think you are…","8
reactions",2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,2.0,10.0,245.0
,Autism,Other,an Attorney 1,9 months,I believe this bc I’ve seen it played out with classmates.,,2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,3.0,10.0,246.0
,Autism,Other,a Director 1,9 months,"God I love blunt people, don’t ever change AA1!","3
reactions",2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,4.0,10.0,247.0
,Autism,Other,an Associate Attorney 1,9 months,About 50% of the people that pass get accommodations. I’d love to be shown otherwise.,,2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,5.0,10.0,248.0
,Autism,Other,an Associate 1,9 months,"AA1 if that makes you feel better about taking an accommodation you claim you didn’t need, tell yourself whatever you want, but that isn’t based on anything other than your own imagination. According to this article from the ABA journal, most people have their accommodation request denied. https://www.abajournal.com/web/article/bar-examinees-have-little-success-with-accommodation-requests-and-say-the-process-is-stressful","1
reactions",2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,6.0,10.0,249.0
,Autism,Other,an Associate Attorney 1,9 months,"Did you even read it?! It says what I’m saying!

First this is purely anecdotal of one loser that was too poor to get test accommodations. She only had 3 notes from two years prior, which means she tried to get this done WHILE she was in law school. She had ZERO records or letters from a psychologist or psychiatrist. She had a PCP and NP letter, that’s it. Oh, and she spent only $10,000 overall, because she waited until the 11th hour. She’s a lazy turd. The rich people get started early when the children are in primary or middle school. They spend ten times that amount of decades.

Second, it quotes some director/ dean at a law school that helps with appeals for accommodations who speculates AN 80% SUCCESS RATE! the appeals process cost hundreds of dollars and THOUSANDS of dollars if you get representation. Only rich people can afford it. The game is rigged.



YOU JUST PROVED MY POINT, you fig newton trash can!!",,2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,7.0,10.0,250.0
,Autism,Other,an Associate Attorney 1,9 months,"Did you even read it?! It says what I’m saying!

First this is purely anecdotal of one loser that was too poor to get test accommodations. She only had 3 notes from two years prior, which means she tried to get this done WHILE she was in law school. She had ZERO records or letters from a psychologist or psychiatrist. She had a PCP and NP letter, that’s it. Oh, and she spent only $10,000 overall, because she waited until the 11th hour. She’s a lazy turd. The rich people get started early when the children are in primary or middle school. They spend ten times that amount of decades.

Second, it quotes some director/ dean at a law school that helps with appeals for accommodations who speculates AN 80% SUCCESS RATE! the appeals process cost hundreds of dollars and THOUSANDS of dollars if you get representation. Only rich people can afford it. The game is rigged.



YOU JUST PROVED MY POINT, you fig newton trash can!!",,2024-09-19 20:32:41,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,251.0
,Autism,Other,a Senior Counsel 1,9 months,My best friend in college sued the lsat for extra time. They ended up settling her case instead of risking an adverse decision,,2024-09-19 20:32:42,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,252.0
,Autism,Other,an Associate 2,9 months,"You may want to speak with a disability lawyer about what types of accommodations you can negotiate in your workplace. They will be specific to you and your disabilities. Folks have posted in the past about accommodations like working from home, and having a certain number of days you can take off for appointments every month.",1,2024-09-19 20:32:42,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,253.0
,Autism,Other,an Associate 3,9 months,"There is a bowl for lawyers with ADHD. You may receive some helpful answers in that bowl.

I have ADHD and I have never sought accommodations at my law firm. The only thing I have requested based on my ADHD was that my office remain in the quiet corner, instead of moving me to a loud spot in the office and they honored my request.",3,2024-09-19 20:32:42,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,254.0
,Autism,Other,an Associate 2,9 months,"Someone posted this very useful website in the depression/anxiety bowl: https://askjan.org

It lists disabilities and possible accommodation ideas for them.",2,2024-09-19 20:32:42,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,255.0
,Autism,Author,Authoran Associate,9 months,Amazing. Thank you!!,"2
reactions",2024-09-19 20:32:42,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,2.0,10.0,256.0
,Autism,Author,Authoran Associate,9 months,Amazing. Thank you!!,2,2024-09-19 20:32:42,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-related-to-your-mental-health-diagnoses-like-adhd-autism-ocd-etc-what-types-of-accommodations-nrcf-5,1.0,10.0,257.0
,Autism,Other,a Manager 1,10 months,"I find in consulting, if you get results, the rest doesn’t matter.

Would your company making an accommodation for you make you perform better or easier? Then yes, disclose so you can get the environment you need to be productive.

But if you’re able to manage it on your own, and you don’t need help from your employer, there’s no need to tell anyone unless you want to. You have the power here - do what makes your job better/easier.",4,2024-09-19 20:33:01,https://www.fishbowlapp.com/post/how-prevalent-is-high-functioning-autism-in-consulting-im-going-through-the-motions-of-an-official-diagnosis-for-myself-and,1.0,11.0,258.0
,Autism,Other,a Director 1,10 months,"What are you looking to get out of telling people at work? Unless there is a specific, medically necessary accommodation you are asking for, not sure what I would do with this information",1,2024-09-19 20:33:01,https://www.fishbowlapp.com/post/how-prevalent-is-high-functioning-autism-in-consulting-im-going-through-the-motions-of-an-official-diagnosis-for-myself-and,1.0,11.0,259.0
,Autism,Other,DSL Extreme 1,10 months,"I’m that. High functioning autistic, that is. I have found that most neurotypical people don’t really understand what it is and how it affects “performance”. The level of interpersonal encounters can be important. We can behave ourselves at first, but that isn’t who we are. Inevitably, something will slip out from our “no filter” mouths and annoy somebody, especially in this era of people finding things to be offended by. I would avoid disclosing anything about my medical history to an employer unless I require a serious accommodation, which has never happened to me. I think it’s better just to say that you can be blunt and that it’s a feature not a bug. If they want a consultant who takes forever to get to the point, sugar coats everything, or kisses up, that’s not a match for most HFAs. You probably want to work for/with confident people who don’t get pissed at the drop of a hat, anyway. They’ll find your style refreshing.",4,2024-09-19 20:33:01,https://www.fishbowlapp.com/post/how-prevalent-is-high-functioning-autism-in-consulting-im-going-through-the-motions-of-an-official-diagnosis-for-myself-and,1.0,11.0,260.0
,Autism,Other,"a Senior Vice President, M&A Integration 1",10 months,"As a parent of an autistic child, I have to plan 30 years after my death to make sure they are taken care of. Does this sound like your situation?

Some people misdiagnose being an introvert as autism. Some people misdiagnose being awkward as autism. Some people misdiagnose the nurtureshock of their parents telling them they’re smart and exceptional but not realizing it in real life as autism",2,2024-09-19 20:33:02,https://www.fishbowlapp.com/post/how-prevalent-is-high-functioning-autism-in-consulting-im-going-through-the-motions-of-an-official-diagnosis-for-myself-and,1.0,11.0,261.0
,Autism,Other,"a Senior Vice President, M&A Integration 1",10 months,"It’s called a spectrum for a reason. We all have different levels and types of support needs, and those vary over time. Your family clearly has challenges; I feel for you. But we don’t try to diagnose or dismiss members of the community with different support needs.","2
reactions",2024-09-19 20:33:02,https://www.fishbowlapp.com/post/how-prevalent-is-high-functioning-autism-in-consulting-im-going-through-the-motions-of-an-official-diagnosis-for-myself-and,2.0,11.0,262.0
